,nombre_equipo,nit,news_id,participacion,categoria
105,DKR,830509112,news10106,No aplica,descartable
106,DKR,806016554,news10106,No aplica,descartable
107,DKR,800018771,news10106,No aplica,descartable
108,DKR,800096890,news10106,No aplica,descartable
109,DKR,811020804,news10106,No aplica,descartable
110,DKR,891101301,news10106,No aplica,descartable
111,DKR,800006608,news10106,No aplica,descartable
112,DKR,900088799,news10106,No aplica,descartable
113,DKR,830139876,news10106,No aplica,descartable
114,DKR,900580136,news10106,No aplica,descartable
115,DKR,810002455,news10106,No aplica,descartable
116,DKR,811032292,news10106,No aplica,descartable
117,DKR,900192711,news10106,No aplica,descartable
118,DKR,816001249,news10106,No aplica,descartable
119,DKR,811046293,news10106,No aplica,descartable
120,DKR,900735220,news10106,No aplica,descartable
121,DKR,800150443,news10106,No aplica,descartable
122,DKR,800235545,news10106,No aplica,descartable
123,DKR,860069879,news10106,No aplica,descartable
124,DKR,830060858,news10106,No aplica,descartable
125,DKR,804001897,news10106,No aplica,descartable
126,DKR,830096878,news10106,No aplica,descartable
127,DKR,900180277,news10106,No aplica,descartable
128,DKR,805016128,news10106,No aplica,descartable
129,DKR,819002380,news10106,No aplica,descartable
130,DKR,800192961,news10106,No aplica,descartable
131,DKR,830138043,news10106,No aplica,descartable
132,DKR,890904041,news10106,No aplica,descartable
133,DKR,800051984,news10106,No aplica,descartable
134,DKR,900215626,news10106,No aplica,descartable
135,DKR,800240724,news10106,No aplica,descartable
136,DKR,900526489,news10106,No aplica,descartable
137,DKR,900417463,news10106,No aplica,descartable
138,DKR,800053720,news10106,No aplica,descartable
139,DKR,891702877,news10106,No aplica,descartable
140,DKR,800182204,news10106,No aplica,descartable
141,DKR,860000531,news10106,No aplica,descartable
142,DKR,800109273,news10106,No aplica,descartable
143,DKR,900991209,news10106,No aplica,descartable
144,DKR,900397244,news10106,No aplica,descartable
145,DKR,901516285,news10106,No aplica,descartable
146,DKR,800210309,news10106,No aplica,descartable
147,DKR,830006084,news10106,No aplica,descartable
148,DKR,811037405,news10106,No aplica,descartable
149,DKR,900991217,news10106,No aplica,descartable
150,DKR,900325551,news10106,No aplica,descartable
151,DKR,900166862,news10106,No aplica,descartable
152,DKR,860037900,news10106,No aplica,descartable
153,DKR,900651888,news10106,No aplica,descartable
154,DKR,805029384,news10106,No aplica,descartable
155,DKR,900772924,news10106,No aplica,descartable
156,DKR,900566187,news10106,No aplica,descartable
157,DKR,807006174,news10106,No aplica,descartable
158,DKR,900329527,news10106,No aplica,descartable
159,DKR,900896331,news10106,No aplica,descartable
160,DKR,800239481,news10106,No aplica,descartable
161,DKR,805030849,news10106,No aplica,descartable
162,DKR,901513637,news10106,No aplica,descartable
163,DKR,800182895,news10106,No aplica,descartable
164,DKR,800200598,news10106,No aplica,descartable
165,DKR,890206740,news10106,No aplica,descartable
166,DKR,860058070,news10106,No aplica,descartable
167,DKR,900098143,news10106,No aplica,descartable
168,DKR,900082107,news10106,No aplica,descartable
169,DKR,900324986,news10106,No aplica,descartable
170,DKR,890909034,news10106,No aplica,descartable
171,DKR,900170199,news10106,No aplica,descartable
172,DKR,800161633,news10106,No aplica,descartable
173,DKR,900259154,news10106,No aplica,descartable
174,DKR,900986856,news10106,No aplica,descartable
175,DKR,901427695,news10106,No aplica,descartable
176,DKR,900436625,news10106,No aplica,descartable
177,DKR,900437196,news10106,No aplica,descartable
178,DKR,860074389,news10106,No aplica,descartable
179,DKR,900883552,news10106,No aplica,descartable
180,DKR,860003020,news10107,No aplica,descartable
181,DKR,900628110,news10109,No aplica,descartable
182,DKR,900628110,news10110,No aplica,descartable
183,DKR,860068255,news10110,No aplica,descartable
184,DKR,900628110,news10111,No aplica,descartable
185,DKR,890912140,news10111,No aplica,descartable
186,DKR,817000747,news10111,No aplica,descartable
187,DKR,890307400,news10111,No aplica,descartable
188,DKR,900973385,news10111,No aplica,descartable
189,DKR,804001062,news10111,No aplica,descartable
190,DKR,891180010,news10111,No aplica,descartable
191,DKR,860051135,news10112,No aplica,descartable
192,DKR,830131993,news10112,No aplica,descartable
193,DKR,900648934,news10112,No aplica,descartable
194,DKR,900737989,news10112,No aplica,descartable
195,DKR,860090915,news10112,No aplica,descartable
196,DKR,890300431,news10112,No aplica,descartable
197,DKR,860051135,news10115,No aplica,descartable
198,DKR,900628110,news10116,No aplica,descartable
199,DKR,817000747,news10116,No aplica,descartable
200,DKR,860051135,news10117,No aplica,descartable
201,DKR,860051135,news10118,No aplica,descartable
202,DKR,860006797,news10118,No aplica,descartable
203,DKR,860029200,news10118,No aplica,descartable
204,DKR,860051135,news10120,No aplica,descartable
205,DKR,860051135,news10130,No aplica,descartable
206,DKR,860051135,news10134,No aplica,descartable
207,DKR,860051135,news10135,No aplica,descartable
208,DKR,860051135,news10137,No aplica,descartable
209,DKR,860051135,news10141,No aplica,descartable
210,DKR,900628110,news10142,No aplica,descartable
211,DKR,901538753,news10142,No aplica,descartable
212,DKR,900115530,news10142,No aplica,descartable
213,DKR,899999044,news10142,No aplica,descartable
214,DKR,860013809,news10142,No aplica,descartable
215,DKR,900628110,news10143,No aplica,descartable
216,DKR,900091175,news10143,No aplica,descartable
217,DKR,900628110,news10150,No aplica,descartable
218,DKR,860052155,news10150,No aplica,descartable
219,DKR,900628110,news10152,No aplica,descartable
220,DKR,860051135,news10154,No aplica,descartable
221,DKR,860051135,news10156,No aplica,descartable
222,DKR,900628110,news10158,No aplica,descartable
223,DKR,890902922,news10158,No aplica,descartable
224,DKR,900041914,news10158,No aplica,descartable
225,DKR,901552405,news10158,No aplica,descartable
226,DKR,900628110,news10161,No aplica,descartable
227,DKR,900628110,news10168,No aplica,descartable
228,DKR,830129327,news10168,No aplica,descartable
229,DKR,890703779,news10168,No aplica,descartable
230,DKR,900628110,news10173,No aplica,descartable
231,DKR,860032450,news10173,No aplica,descartable
232,DKR,860028971,news10173,No aplica,descartable
233,DKR,810000598,news10173,No aplica,descartable
234,DKR,900628110,news10176,No aplica,descartable
235,DKR,900628110,news10180,No aplica,descartable
236,DKR,900628110,news10188,No aplica,descartable
237,DKR,804001890,news10188,No aplica,descartable
238,DKR,860071562,news10188,No aplica,descartable
239,DKR,890201213,news10188,No aplica,descartable
240,DKR,811010754,news10188,No aplica,descartable
241,DKR,900378212,news10189,No aplica,descartable
242,DKR,860051135,news10191,No aplica,descartable
243,DKR,900378212,news10192,No aplica,descartable
244,DKR,900378212,news10194,No aplica,descartable
245,DKR,900628110,news10196,No aplica,descartable
246,DKR,900378212,news10198,No aplica,descartable
247,DKR,860068182,news10198,No aplica,descartable
248,DKR,860003831,news10198,No aplica,descartable
249,DKR,900378212,news10201,No aplica,descartable
250,DKR,860034313,news10201,No aplica,descartable
251,DKR,860007738,news10201,No aplica,descartable
252,DKR,900047981,news10201,No aplica,descartable
253,DKR,860050750,news10201,No aplica,descartable
254,DKR,860003020,news10201,No aplica,descartable
255,DKR,900017447,news10201,No aplica,descartable
256,DKR,860051135,news10202,No aplica,descartable
257,DKR,901034779,news10202,No aplica,descartable
258,DKR,800134536,news10202,No aplica,descartable
259,DKR,860509022,news10202,No aplica,descartable
260,DKR,900215071,news10204,No aplica,descartable
261,DKR,900047981,news10207,No aplica,descartable
262,DKR,900047981,news10222,No aplica,descartable
263,DKR,900047981,news10233,No aplica,descartable
264,DKR,900047981,news10234,No aplica,descartable
265,DKR,900017447,news10234,No aplica,descartable
266,DKR,860034313,news10236,No aplica,descartable
267,DKR,860025971,news10236,No aplica,descartable
268,DKR,860034313,news10239,No aplica,descartable
269,DKR,860025971,news10239,No aplica,descartable
270,DKR,860035827,news10239,No aplica,descartable
271,DKR,860002964,news10239,No aplica,descartable
272,DKR,830078512,news10239,No aplica,descartable
273,DKR,901198878,news10239,No aplica,descartable
274,DKR,860512249,news10239,No aplica,descartable
275,DKR,800218155,news10239,No aplica,descartable
276,DKR,860034313,news10240,No aplica,descartable
277,DKR,800240882,news10240,No aplica,descartable
278,DKR,860003020,news10240,No aplica,descartable
279,DKR,860005216,news10240,No aplica,descartable
280,DKR,900378212,news10240,No aplica,descartable
281,DKR,860002964,news10240,No aplica,descartable
282,DKR,860013704,news10240,No aplica,descartable
283,DKR,901081311,news10240,No aplica,descartable
284,DKR,860005216,news10249,No aplica,descartable
285,DKR,830024104,news10249,No aplica,descartable
286,DKR,807005020,news10249,No aplica,descartable
287,DKR,900159283,news10249,No aplica,descartable
288,DKR,804006674,news10249,No aplica,descartable
289,DKR,900810661,news10249,No aplica,descartable
290,DKR,860005216,news10250,No aplica,descartable
291,DKR,860005216,news10259,No aplica,descartable
292,DKR,860005216,news10260,No aplica,descartable
293,DKR,860005216,news10271,No aplica,descartable
294,DKR,890914525,news10271,No aplica,descartable
295,DKR,860069378,news10271,No aplica,descartable
296,DKR,811000761,news10271,No aplica,descartable
297,DKR,890317402,news10271,No aplica,descartable
298,DKR,860005216,news10276,No aplica,descartable
299,DKR,900215071,news10276,No aplica,descartable
300,DKR,900378212,news10276,No aplica,descartable
301,DKR,860051894,news10276,No aplica,descartable
302,DKR,860034594,news10276,No aplica,descartable
303,DKR,900628110,news10276,No aplica,descartable
304,DKR,860051135,news10276,No aplica,descartable
305,DKR,860003020,news10276,No aplica,descartable
306,DKR,860032909,news10276,No aplica,descartable
307,DKR,800037800,news10276,No aplica,descartable
308,DKR,860043186,news10276,No aplica,descartable
309,DKR,860002964,news10276,No aplica,descartable
310,DKR,900047981,news10276,No aplica,descartable
311,DKR,890203088,news10276,No aplica,descartable
312,DKR,860034313,news10276,No aplica,descartable
313,DKR,800091063,news10276,No aplica,descartable
314,DKR,900381786,news10276,No aplica,descartable
315,DKR,860050750,news10276,No aplica,descartable
316,DKR,890903937,news10276,No aplica,descartable
317,DKR,860007738,news10276,No aplica,descartable
318,DKR,860025971,news10276,No aplica,descartable
319,DKR,860054041,news10276,No aplica,descartable
320,DKR,900406150,news10276,No aplica,descartable
321,DKR,860035827,news10276,No aplica,descartable
322,DKR,860050750,news10289,No aplica,descartable
323,DKR,860031606,news10289,No aplica,descartable
324,DKR,900354637,news10289,No aplica,descartable
325,DKR,860061284,news10289,No aplica,descartable
326,DKR,830511290,news10289,No aplica,descartable
327,DKR,860005224,news10289,No aplica,descartable
328,DKR,830135256,news10289,No aplica,descartable
329,DKR,800200598,news10289,No aplica,descartable
330,DKR,860058070,news10289,No aplica,descartable
331,DKR,800240724,news10289,No aplica,descartable
332,DKR,891300382,news10289,No aplica,descartable
333,DKR,890904459,news10289,No aplica,descartable
334,DKR,890903939,news10289,No aplica,descartable
335,DKR,890900285,news10289,No aplica,descartable
336,DKR,802024407,news10289,No aplica,descartable
337,DKR,860005216,news10290,No aplica,descartable
338,DKR,860050750,news10292,No aplica,descartable
339,DKR,830118120,news10292,No aplica,descartable
340,DKR,900162483,news10292,No aplica,descartable
341,DKR,800203186,news10292,No aplica,descartable
342,DKR,890907157,news10292,No aplica,descartable
343,DKR,860071562,news10292,No aplica,descartable
344,DKR,860068182,news10292,No aplica,descartable
345,DKR,860079174,news10292,No aplica,descartable
346,DKR,860051175,news10292,No aplica,descartable
347,DKR,800189604,news10292,No aplica,descartable
348,DKR,800128735,news10292,No aplica,descartable
349,DKR,900577140,news10292,No aplica,descartable
350,DKR,890931609,news10292,No aplica,descartable
351,DKR,830035217,news10292,No aplica,descartable
352,DKR,800096036,news10292,No aplica,descartable
353,DKR,860000185,news10292,No aplica,descartable
354,DKR,830504700,news10292,No aplica,descartable
355,DKR,860034313,news10292,No aplica,descartable
356,DKR,860003020,news10292,No aplica,descartable
357,DKR,900529571,news10292,No aplica,descartable
358,DKR,860050750,news10297,No aplica,descartable
359,DKR,860034313,news10297,No aplica,descartable
360,DKR,860007738,news10297,No aplica,descartable
361,DKR,900047981,news10297,No aplica,descartable
362,DKR,900017447,news10297,No aplica,descartable
363,DKR,860043186,news10297,No aplica,descartable
364,DKR,860050750,news10299,No aplica,descartable
365,DKR,900047981,news10299,No aplica,descartable
366,DKR,800240882,news10299,No aplica,descartable
367,DKR,800037800,news10299,No aplica,descartable
368,DKR,900017447,news10299,No aplica,descartable
369,DKR,890703779,news10299,No aplica,descartable
370,DKR,860005216,news10299,No aplica,descartable
371,DKR,900215071,news10299,No aplica,descartable
372,DKR,900378212,news10299,No aplica,descartable
373,DKR,860051894,news10299,No aplica,descartable
374,DKR,860034594,news10299,No aplica,descartable
375,DKR,900628110,news10299,No aplica,descartable
376,DKR,860051135,news10299,No aplica,descartable
377,DKR,860003020,news10299,No aplica,descartable
378,DKR,860032909,news10299,No aplica,descartable
379,DKR,860043186,news10299,No aplica,descartable
380,DKR,860002964,news10299,No aplica,descartable
381,DKR,890203088,news10299,No aplica,descartable
382,DKR,860034313,news10299,No aplica,descartable
383,DKR,800091063,news10299,No aplica,descartable
384,DKR,900381786,news10299,No aplica,descartable
385,DKR,890903937,news10299,No aplica,descartable
386,DKR,860007738,news10299,No aplica,descartable
387,DKR,860025971,news10299,No aplica,descartable
388,DKR,860054041,news10299,No aplica,descartable
389,DKR,900406150,news10299,No aplica,descartable
390,DKR,860035827,news10299,No aplica,descartable
391,DKR,860050750,news10308,No aplica,descartable
392,DKR,860005216,news10311,No aplica,descartable
393,DKR,860050750,news10323,No aplica,descartable
394,DKR,860025971,news10323,No aplica,descartable
395,DKR,860007738,news10323,No aplica,descartable
396,DKR,900047981,news10323,No aplica,descartable
397,DKR,900378212,news10323,No aplica,descartable
398,DKR,860043186,news10323,No aplica,descartable
399,DKR,830035217,news10323,No aplica,descartable
400,DKR,800096036,news10323,No aplica,descartable
401,DKR,900017447,news10323,No aplica,descartable
402,DKR,860005216,news10328,No aplica,descartable
403,DKR,860034313,news10333,No aplica,descartable
404,DKR,890907163,news10333,No aplica,descartable
405,DKR,800037800,news10333,No aplica,descartable
406,DKR,890000432,news10333,No aplica,descartable
407,DKR,890900161,news10333,No aplica,descartable
408,DKR,800082665,news10333,No aplica,descartable
409,DKR,860005216,news10335,No aplica,descartable
410,DKR,860034313,news10337,No aplica,descartable
411,DKR,901212102,news10337,No aplica,descartable
412,DKR,890932117,news10337,No aplica,descartable
413,DKR,860016819,news10337,No aplica,descartable
414,DKR,890301753,news10337,No aplica,descartable
415,DKR,860013704,news10337,No aplica,descartable
416,DKR,901081311,news10337,No aplica,descartable
417,DKR,860034313,news10340,No aplica,descartable
418,DKR,890300653,news10340,No aplica,descartable
419,DKR,860034313,news10341,No aplica,descartable
420,DKR,800235426,news10341,No aplica,descartable
421,DKR,800182281,news10341,No aplica,descartable
422,DKR,890300653,news10341,No aplica,descartable
423,DKR,860034313,news10343,No aplica,descartable
424,DKR,811030322,news10343,No aplica,descartable
425,DKR,811010754,news10343,No aplica,descartable
426,DKR,860034313,news10348,No aplica,descartable
427,DKR,901211179,news10348,No aplica,descartable
428,DKR,860034313,news10351,No aplica,descartable
429,DKR,800035156,news10351,No aplica,descartable
430,DKR,860034313,news10354,No aplica,descartable
431,DKR,860034313,news10356,No aplica,descartable
432,DKR,860003020,news10356,No aplica,descartable
433,DKR,890300653,news10356,No aplica,descartable
434,DKR,860034313,news10357,No aplica,descartable
435,DKR,860034313,news10358,No aplica,descartable
436,DKR,860025971,news10358,No aplica,descartable
437,DKR,900047981,news10358,No aplica,descartable
438,DKR,890203088,news10358,No aplica,descartable
439,DKR,900017447,news10358,No aplica,descartable
440,DKR,860003020,news10358,No aplica,descartable
441,DKR,900047981,news10360,No aplica,descartable
442,DKR,900118080,news10360,No aplica,descartable
443,DKR,900017447,news10360,No aplica,descartable
444,DKR,860025971,news10364,No aplica,descartable
445,DKR,860007738,news10372,No aplica,descartable
446,DKR,900047981,news10374,No aplica,descartable
447,DKR,900017447,news10374,No aplica,descartable
448,DKR,860025971,news10375,No aplica,descartable
449,DKR,899999094,news10375,No aplica,descartable
450,DKR,800203642,news10375,No aplica,descartable
451,DKR,800156044,news10375,No aplica,descartable
452,DKR,860007738,news10376,No aplica,descartable
453,DKR,860025971,news10381,No aplica,descartable
454,DKR,890802586,news10381,No aplica,descartable
455,DKR,890703779,news10381,No aplica,descartable
456,DKR,860007738,news10382,No aplica,descartable
457,DKR,860034313,news10392,No aplica,descartable
458,DKR,860007738,news10394,No aplica,descartable
459,DKR,860007738,news10397,No aplica,descartable
460,DKR,860034313,news10399,No aplica,descartable
461,DKR,860043186,news10399,No aplica,descartable
462,DKR,860007738,news10399,No aplica,descartable
463,DKR,900047981,news10399,No aplica,descartable
464,DKR,860050750,news10399,No aplica,descartable
465,DKR,900017447,news10399,No aplica,descartable
466,DKR,860025971,news10400,No aplica,descartable
467,DKR,860035827,news10400,No aplica,descartable
468,DKR,900047981,news10400,No aplica,descartable
469,DKR,900017447,news10400,No aplica,descartable
470,DKR,860025971,news10402,No aplica,descartable
471,DKR,860025971,news10407,No aplica,descartable
472,DKR,860025971,news10415,No aplica,descartable
473,DKR,890301884,news10415,No aplica,descartable
474,DKR,901011686,news10415,No aplica,descartable
475,DKR,860002964,news10415,No aplica,descartable
476,DKR,901383215,news10415,No aplica,descartable
477,DKR,900973385,news10415,No aplica,descartable
478,DKR,901347798,news10415,No aplica,descartable
479,DKR,891408584,news10415,No aplica,descartable
480,DKR,811010754,news10415,No aplica,descartable
481,DKR,800145006,news10415,No aplica,descartable
482,DKR,860025971,news10418,No aplica,descartable
483,DKR,860054041,news10421,No aplica,descartable
484,DKR,860054041,news10423,No aplica,descartable
485,DKR,860054041,news10430,No aplica,descartable
486,DKR,860054041,news10433,No aplica,descartable
487,DKR,860054041,news10441,No aplica,descartable
488,DKR,860054041,news10442,No aplica,descartable
489,DKR,860054041,news10446,No aplica,descartable
490,DKR,830057706,news10446,No aplica,descartable
491,DKR,900406150,news10448,No aplica,descartable
492,DKR,900406150,news10449,No aplica,descartable
493,DKR,891300382,news10449,No aplica,descartable
494,DKR,900378212,news10449,No aplica,descartable
495,DKR,890300653,news10449,No aplica,descartable
496,DKR,890316745,news10449,No aplica,descartable
497,DKR,900406150,news10451,No aplica,descartable
498,DKR,900392211,news10451,No aplica,descartable
499,DKR,800223206,news10451,No aplica,descartable
500,DKR,890911816,news10451,No aplica,descartable
501,DKR,860002576,news10451,No aplica,descartable
502,DKR,890302955,news10451,No aplica,descartable
503,DKR,900973385,news10451,No aplica,descartable
504,DKR,860001022,news10451,No aplica,descartable
505,DKR,890937070,news10451,No aplica,descartable
506,DKR,860054041,news10457,No aplica,descartable
507,DKR,900406150,news10460,No aplica,descartable
508,DKR,900406150,news10461,No aplica,descartable
509,DKR,811032292,news10461,No aplica,descartable
510,DKR,860050906,news10461,No aplica,descartable
511,DKR,890922487,news10461,No aplica,descartable
512,DKR,890102002,news10461,No aplica,descartable
513,DKR,890201578,news10461,No aplica,descartable
514,DKR,816001182,news10461,No aplica,descartable
515,DKR,860090915,news10461,No aplica,descartable
516,DKR,890311341,news10461,No aplica,descartable
517,DKR,860002398,news10461,No aplica,descartable
518,DKR,900580136,news10461,No aplica,descartable
519,DKR,890323239,news10461,No aplica,descartable
520,DKR,804006674,news10461,No aplica,descartable
521,DKR,890312779,news10461,No aplica,descartable
522,DKR,860054041,news10465,No aplica,descartable
523,DKR,900406150,news10470,No aplica,descartable
524,DKR,890300625,news10470,No aplica,descartable
525,DKR,860054041,news10471,No aplica,descartable
526,DKR,900406150,news10473,No aplica,descartable
527,DKR,860037707,news10473,No aplica,descartable
528,DKR,800183987,news10473,No aplica,descartable
529,DKR,860035827,news10476,No aplica,descartable
530,DKR,860035827,news10485,No aplica,descartable
531,DKR,860035827,news10501,No aplica,descartable
532,DKR,860035827,news10503,No aplica,descartable
533,DKR,860052155,news10503,No aplica,descartable
534,DKR,860035827,news10507,No aplica,descartable
535,DKR,860035827,news10508,No aplica,descartable
536,DKR,860035827,news10510,No aplica,descartable
537,DKR,900378212,news10511,No aplica,descartable
538,DKR,900215071,news10512,No aplica,descartable
539,DKR,860000846,news10512,No aplica,descartable
540,DKR,900498132,news10512,No aplica,descartable
541,DKR,900529730,news10512,No aplica,descartable
542,DKR,860026058,news10512,No aplica,descartable
543,DKR,900378212,news10518,No aplica,descartable
544,DKR,800091063,news10518,No aplica,descartable
545,DKR,860002964,news10518,No aplica,descartable
546,DKR,900378212,news10521,No aplica,descartable
547,DKR,900378212,news10525,No aplica,descartable
548,DKR,900378212,news10527,No aplica,descartable
549,DKR,900378212,news10528,No aplica,descartable
550,DKR,860034594,news10532,No aplica,descartable
551,DKR,800035156,news10532,No aplica,descartable
552,DKR,860034594,news10536,No aplica,descartable
553,DKR,800035156,news10536,No aplica,descartable
554,DKR,860034594,news10543,No aplica,descartable
555,DKR,899999092,news10543,No aplica,descartable
556,DKR,900628110,news10543,No aplica,descartable
557,DKR,800035156,news10543,No aplica,descartable
558,DKR,860034594,news10549,No aplica,descartable
559,DKR,800144467,news10549,No aplica,descartable
560,DKR,860034594,news10551,No aplica,descartable
561,DKR,860005216,news10551,No aplica,descartable
562,DKR,860002964,news10551,No aplica,descartable
563,DKR,860034594,news10552,No aplica,descartable
564,DKR,800144467,news10552,No aplica,descartable
565,DKR,860034594,news10554,No aplica,descartable
566,DKR,860034594,news10555,No aplica,descartable
567,DKR,860034594,news10559,No aplica,descartable
568,DKR,860034594,news10560,No aplica,descartable
569,DKR,860034594,news10562,No aplica,descartable
570,DKR,800144467,news10562,No aplica,descartable
571,DKR,800142383,news10562,No aplica,descartable
572,DKR,860034594,news10569,No aplica,descartable
573,DKR,860029200,news10569,No aplica,descartable
574,DKR,860034594,news10571,No aplica,descartable
575,DKR,900323853,news10571,No aplica,descartable
576,DKR,860034594,news10573,No aplica,descartable
577,DKR,901552405,news10573,No aplica,descartable
578,DKR,860034594,news10579,No aplica,descartable
579,DKR,860026182,news10579,No aplica,descartable
580,DKR,860034594,news10583,No aplica,descartable
581,DKR,860080135,news10583,No aplica,descartable
582,DKR,860034594,news10586,No aplica,descartable
583,DKR,900579611,news10586,No aplica,descartable
584,DKR,891401711,news10586,No aplica,descartable
585,DKR,901301071,news10586,No aplica,descartable
586,DKR,800022558,news10586,No aplica,descartable
587,DKR,890300431,news10586,No aplica,descartable
588,DKR,890209612,news10586,No aplica,descartable
589,DKR,890910354,news10586,No aplica,descartable
590,DKR,890900281,news10586,No aplica,descartable
591,DKR,890801748,news10586,No aplica,descartable
592,DKR,890900307,news10586,No aplica,descartable
593,DKR,900378212,news10588,No aplica,descartable
594,DKR,900062917,news10588,No aplica,descartable
595,DKR,900378212,news10591,No aplica,descartable
596,DKR,860034594,news10594,No aplica,descartable
597,DKR,800251163,news10594,No aplica,descartable
598,DKR,900215071,news10597,No aplica,descartable
599,DKR,900215071,news10598,No aplica,descartable
600,DKR,800240882,news10598,No aplica,descartable
601,DKR,860530547,news10598,No aplica,descartable
602,DKR,860003020,news10598,No aplica,descartable
603,DKR,890703779,news10598,No aplica,descartable
604,DKR,900215071,news10606,No aplica,descartable
605,DKR,900215071,news10614,No aplica,descartable
